"id","text","entropy","legalese","entities","flesch","overlap"
"F492299","In practice, it is emphasized how important it is that the rearing hens are well trained: agility / jumping. That's why you want to give them the chance to go as high as possible. especially when they have a ground layer at their disposal, you only give them the chance to jump on two floors. Farmers will invest less in extra floors/heights if these cannot be counted as living space. I do agree that it should not be the case that the rearing hens are all on top of each other at night and therefore defecate on each other. This can be overcome because additional living layers are only permitted if there is a manure belt underneath.",5.83201119141152,0.0683760683760684,0.333333333333333,65.2224615384615,FALSE
"F1317","We suggest that the microchip and unique identification number should appear on the front face of the model certificate. 2. We note that there is nothing in this certificate on the administration of medicinal products that would restrict their entry into the human food chain. This also applies to the certificate for horses entering the eu for slaughter. We suggest that this omission needs to be remedied. 3. We have some difficulty with those paragraphs that refer to the date on which the animal is examined relative to the date of dispatch. It does appear that the animal should be examined and the certificate issued on the same day that the animal is to be dispatched. This should be made clear in the certificate. 4. We are concerned that some elements of the certificate do not comply with the 12 principles of certification which were adopted by the federation of veterinarians in europe and which are reflected in council directive 96/93. In particular, could the commission reflect on the first principle which states:-a veterinarian should be asked to certify only those matters which are within their own knowledge, can be ascertained by them personally or are the subject of a supporting certificate from another veterinarian.",6.02692650358717,0.154589371980676,0.75,49.1436413043479,TRUE
"F15571","Our date: 2018-11-23 our contact: immavera sardone norsk hydro asa visiting address: www. hydro. com registration no. 1/2 p. O. Box 980 skAyen drammensveien 264 t +47 22 53 81 00 no 914 778 271 mva no-0240 oslo no-0283 oslo f +47 22 53 81 10 norway norway our date: 2018-09-12 our ref. : [name/number] o o norsk hydro asa visiting address: www. hydro. com registration no. 2/2 p. O. Box 980 skAyen drammensveien 264 t +47 22 53 81 00 no 914 778 271 mva no-0240 oslo no-0283 oslo f +47 22 53 81 10 norway norway. Our date: 2018-11-23 Our contact: Immavera Sardone Hydro s feedback on the Commission s draft delegated regulation on Free Allocation rules (FAR) and Annex In line with the EU ETS Directive, Hydro believes that the guiding principle to avoid the risk of carbon leakage, is to implement an accurate free allocation system which incentivizes GHG friendly industrial growth at updated benchmark level, avoid overcompensation and honor physical investments which improve the GHG performance of emitters above a certain emissions level. Unfortunately, the FAR draft regulation fails to sufficiently address the points of incentivizing growth and avoid overallocation.",6.17912209705772,0.14975845410628,1.64705882352941,25.274037914692,FALSE
"F279","Het comitA(C) regrets that many widely used ppps will be removed from the market because the draft definition of eds does not include any hazard characterisation element, as well as any consideration of exposure and socio-economic impacts. In fact, a purely hazard-based approach as the one proposed by the commission is not predictable and restrictive beyond the needs of safety concerns. The related major threats for the eu supply chain are:. A decreased availability of safe and necessary ppps on the market, without taking into account the level of human or environmental exposure. Substances could be withdrawn even when the risks to human health and the environment are irrelevant and their socio-economic benefits are important. Such a reduced availability of ppps on the eu market will negatively impact the yield and quality of agricultural and horticultural production in europe and productivity will be reduced. Besides, it will lead to higher risks to develop resistance in populations of harmful organisms. Increased hurdles with third countries, for food and feed imported in the eu. In particular, it is worth recalling that the eu is highly dependent on protein rich raw materials supply and product thereof on the global market, for food and feed uses; the number of initiatives to develop protein production in europe is likely to reduce but not eliminate this dependency.",6.53861409187798,0.196428571428571,0.444444444444444,30.5013492063492,FALSE
"F14830","As a citizen of the eu having more than xx 12 years of experience in flying glider models safely, i fully support the comments posted by the association finesse plus, namely: a the need to amend article 4(1)(e) in order to extend the height limit horizontally 120 m above the remote pilot instead of following the terrain contour a the need to amend uas. Open. 40 in order to allow the possible presence of uninvolved persons in the area of operation provided they are not endangered.",5.49562824290421,0.197674418604651,1.33333333333333,22.5179069767442,FALSE
"F10371","There is no freedom of expression, the spanish judicial system is corrupt. / In catalonia we have political prisoners. There's no freedom of speech. Spanish judicial system is corrupted. Our representatives are in prison due to their political ideas, as is stated on the preventive measures the judge decided on before their trial. Much of the legitimate government is in exile. / Big part of our legitimate representatives are in exile. The spanish government is using the judicial system (which has ceased to be impartial) to stop the natural path to independence. / The spanish government is using the justice system (which is not impartial anymore) to stop the natural journey to independence. Our legitimate president was deposed by the spanish state. Despite the state's repression, our legitimate government has always maintained its commitment to dialogue and political solutions. / Our legitimate president was repealed by the spanish government. Despite this repression, our legitimate government has always been committed to dialogue and political solutions. They imposed on us the elections of 21d where the pro-republic parties won by majority. Now they are preventing by all means that the legitimate president can be a candidate for president. This calls into question the democratic values established in the eu.",6.06734072835488,0.137254901960784,0.4,37.9643382352942,FALSE
"F7588","Cembureau calls for a regulatory environment which provides legal certainty and stability for long-term investments, innovation, growth and jobs. Within a competitive environment, the cement industry can bring a unique contribution to increased energy- and resource efficiency through constant improvement of its manufacturing processes and increased use of alternative fuels and raw materials. The durability, resilience and strength of its downstream product, concrete, allows the sector to respond to society's challenges by providing energy-efficient, affordable housing and infrastructure for a growing population. Since 2005, the eu28 cement industry has continuously reduced its co2 emissions per tonne product. In addition, the cement industry has replaced part of its traditional fuel sources with biomass and waste, with alternative fuels accounting for 41% of its fuel requirements. The cement sector is a capital-intensive industry with long-term investment cycles. As a result, it needs a predictable legal framework in order to ensure continued investment and job creation in europe, as well as a high environmental performance. Carbon leakage is a broader concept than production relocation as it also relates to decisions for new investments or capacity increases that are taking place outside europe (investment leakage). The risks identified for the current phase risk to be amplified in phase iv as the possible reduction in free allowances triggered by the cross-sectoral correction factor will virtually bring allocation to the cement industry well below what can be achieved by the best performers in terms of the benchmark.",6.82707494519834,0.178861788617886,0.555555555555556,18.8331300813008,FALSE
"F6883","We note that funding of public research on feed additives and correspondingly interest in such research is linked to the potential economic valorisation of that research. Hence rules that restrict or prevent novel feed additives also reduce research and improvement of feed additives, especially in the organic food sector. Here, the production of essential amino acids by organic processes is an urgent need. This has been noted, e. g. in dafa's research strategy for organic farming and food sector (hamm et al. 2017: section "" feeding and genetics of the futureaa focus on poultry""). The german council for bioeconomy, including dafa members, states this also clearly in their latest bulletin (bioAkonomierat 2017), e. g. (p. 5), ""legislative adjustments are necessary are urgently required [for using insect-based food additives]"". This concerns the classification of insects as novel food, and across-the-board as livestock, the way they may be fed (alive, dead, processed), the way they may be killed, and the sources of their feed (which excludes organic waste). Algae comprise a wide variety of organisms in shape, size, and requirements. Hence, regulations concerning their cultivation and processing should be more specific and practical. In general, upcycling of organic waste by cultivation of algae, insects, fungi, bacteria and other types of organisms should not be blocked per se but by specific regulations concerning health, safety or welfare conditions.",6.72634507405804,0.153508771929825,0.666666666666667,33.4427192982456,FALSE
"F2000349","This is quite long time for an ornamental plant, therefore the introduction into the market is only starting after this time, and a new improved variety needs time to establish itself into the markets. We do have several vareities being becoming successful only by the time it reaches its 15-20th year of introdution. This means the effort put in the breeding, selection and marketing of the vareities only crosses the point of investment after that time. So from a rose breeders perspective it makes sense to have a longer period of protection. This applies for garden roses. For the varieties of cut roses the breeding and selection take 5-8 years and the same time again to be successfully introduced into the markets. Now with such a prolonging to 30 years of protection this vareity may become more ""irrelevant"" in 30 years time than it would be in 25 years of protection, which would benefit the whole markets as newer vareites would be the industries standard and also naturally would benefit the cost return for us as a breeder. All in all we strongly support such an initative, both turnover wise and also from the standpoint of the progression and effort in our breeding activities.",6.3121795925919,0.101941747572816,0.625,46.4065169902913,FALSE
"F13799","We have many varieties that have been planted to supply the eu. This was possible in recent years because we meet all the requirements. We use starting material from the eu and knowledge from the eu. Substantial investments have been made in production equipment, people, machines and buildings. A temporary ban is a disaster for us because our cultivation is perennial and we have to set up our plant material far in advance. We work closely with our nurseries in the netherlands and germany. Fruit cultivation in the eu requires high-quality starting material, which is produced by us according to the required climate. The new soil requirements are also impracticable for open ground cultivation. We ask for attention to make the requirements feasible. We are happy to have extra inspections carried out by eu inspectors before planting. We would like to hear what solutions there are for us. We also have a direct interest in clean cultivation in the eu and would like to contribute ideas. As the rules stand now, this has dramatic consequences for our company and colleagues. We are already talking about more than 5,000,000 euro damage at 2 companies. We have no objection to controls, but we do object to a ban.",6.32097041173744,0.115942028985507,0.333333333333333,54.6888695652174,FALSE
